OBJECTID,ZONING_,ZONING_REP,ZONING_DET,PD_Type,SDD,SDD_SECTIO,Comment,Applicatio,Resolution,Ordinance,OrdinanceU,Zoning
1902,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1903,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1904,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1905,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1906,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1907,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1908,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1909,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1910,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1911,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1912,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1913,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1914,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1915,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1916,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1917,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1918,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1919,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1920,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1921,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1922,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,SD5,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1923,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1924,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1925,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1926,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1927,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1928,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1929,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1930,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1931,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1932,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1933,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1934,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1935,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1936,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1937,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1938,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1939,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1940,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1941,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1942,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1943,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1944,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1945,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1946,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1947,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1948,RSB10,Single Family Residential,"Single Family Residential - Min. Lot Size - 10,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1949,RSB20,Single Family Residential,"Single Family Residential - Min. Lot Size - 20,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1950,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1951,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1952,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1953,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1954,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1955,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1956,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1957,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1958,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1959,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1960,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1961,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1962,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1963,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1964,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1965,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1966,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1967,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1968,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1969,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1970,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1971,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1972,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1973,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1974,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1975,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1976,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1977,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1978,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1979,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1980,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1981,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1982,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1983,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1984,RSB4,Single Family Residential,"Single Family Residential - Min. Lot Size - 4,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1985,RSB40,Single Family Residential,"Single Family Residential - Min. Lot Size - 40,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1986,RSB40,Single Family Residential,"Single Family Residential - Min. Lot Size - 40,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1987,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1988,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1989,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1990,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1991,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,1
1992,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1993,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1994,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1995,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1996,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1997,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1998,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1999,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2000,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2001,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2002,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2003,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2004,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2005,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2006,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2007,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2008,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2009,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2010,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2011,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2012,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2013,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2014,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2015,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2016,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2017,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2018,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2019,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2020,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2021,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2022,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2023,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2024,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2025,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2026,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2027,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2028,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2029,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2030,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2031,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2032,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2033,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2034,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2035,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2036,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2037,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2038,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2039,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2040,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2041,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2042,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2043,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2044,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2045,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2046,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2047,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2048,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2049,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2050,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2051,RSB6,Single Family Residential,"Single Family Residential - Min. Lot Size - 6,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2052,RSB8,Single Family Residential,"Single Family Residential - Min. Lot Size - 8,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2053,RSB8,Single Family Residential,"Single Family Residential - Min. Lot Size - 8,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2054,RSB8,Single Family Residential,"Single Family Residential - Min. Lot Size - 8,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2055,RSB8,Single Family Residential,"Single Family Residential - Min. Lot Size - 8,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2056,RSB8,Single Family Residential,"Single Family Residential - Min. Lot Size - 8,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2057,RSB8,Single Family Residential,"Single Family Residential - Min. Lot Size - 8,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
2058,SMU,Sustainable Mixed Use,Sustainable Mixed-Use,NA,SD7,/DEPARTMENTS/CITY-CLERK/ZONING/sec%2010-1.2600%20special%20design%20overlay.pdf,NA,NA,NA,NA,NA,0
2059,S-CS,S-Civic Space Zone,Civic Space Zone,NA,NA,NA,NA,NA,NA,NA,NA,0
2060,S-CS,S-Civic Space Zone,Civic Space Zone,NA,NA,NA,NA,NA,NA,NA,NA,0
2061,S-CS,S-Civic Space Zone,Civic Space Zone,NA,NA,NA,NA,NA,NA,NA,NA,0
2062,PD,Planned Development,Planned Development,Residential - Townhomes,NA,NA,NA,201704129,18-075,18-04,http://citydocuments.hayward-ca.gov/WebLink/DocView.aspx?id=215090&dbid=0&repo=COHDATA,2
2063,S-CS,S-Civic Space Zone,Civic Space Zone,NA,NA,NA,NA,NA,NA,NA,NA,0
2064,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2065,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2066,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2067,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2068,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2069,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2070,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2071,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2072,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2073,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2074,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2075,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2076,S-T4,S-T4 Urban General Zone,S-T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2077,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2078,S-T4,S-T4 Urban General Zone,T4 Urban General Zone - 17.5 To 35 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2079,S-T5,S-T5 Urban Center Zone,T5 Urban Center Zone - 35 To 55 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2080,S-T5,S-T5 Urban Center Zone,T5 Urban Center Zone - 35 To 55 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2081,S-T5,S-T5 Urban Center Zone,T5 Urban Center Zone - 35 To 55 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2082,S-T5,S-T5 Urban Center Zone,T5 Urban Center Zone - 35 To 55 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
2083,S-T5,S-T5 Urban Center Zone,T5 Urban Center Zone - 35 To 55 Units/Net Acre,NA,NA,NA,NA,NA,NA,NA,NA,0
